HS_CEEB,HS_CITY,HS_NAME,HS_POSTAL_CD,HS_STATE
041414,Little Rock,arkansas baptist high school,72223-4402,AR
054006,Santa Barbara,garden street academy,93105,CA
060136,Boulder,watershed school,80302,CO
102337,Fort Myers,lee virtual instructional prog,,FL
110119,Bogart,prince avenue christian school,30622,GA
141001,Chicago,george westinghouse college pr,60624,IL
310828,Cherry Hill,kings christian jr sr hs,08003,NJ
431103,Knoxville,tennessee governors academy,37920,TN
432132,Smyrna,stewarts creek high school,,TN
DH0003,Leesburg,fusion academy loudoun,20176-6500,VA
060727,Greenwood Village,mountain view virtual,80111,CO
333015,Manhasset,saint marys high school,11030,NY
361440,Cleveland Hts,beaumont school for girls,44118,OH
393631,Sewickley,eden christian academy,15143,PA
546045,San Juan,colegio la piedad,00914,PR
300134,Dover,cocheco arts and tech acad,03820,NH
333522,New York,leman manhattan prep school,10004,NY
430702,Franklin,comenius school,37064,TN
450132,Hurricane,diamond ranch academy,84737,UT
DH0009,San Jose,middle college at san jose cc,95126,CA
DH0009,San Jose,middle college at san jose cc,95126-2736,CA
101316,Orlando,first academy,32805,FL
334390,Oyster Bay,saint dominic high school,11771,NY
361557,Columbus,marburn academy,43229,OH
400043,East Greenwich,rocky hill school,02818,RI
444424,Magnolia,magnolia west high school,77354-4204,TX
446155,San Antonio,incarnate word high school,78212,TX
050903,Dublin,quarry lane school,94568,CA
102492,Gainesville,alachua eschool,32601,FL
390335,Bethlehem,moravian academy,18020,PA
444839,Mission,mission collegiate high school,78574,TX
310722,Neptune,class academy,07753,NJ
090081,Washington,georgetown day high school,20016,DC
310901,Newark,bard hs early col newark,07103,NJ
393490,Philadelphia,ss j neumann and m goretti hs,19148,PA
442143,Edinburg,robert vela high school,78239-6420,TX
444057,Laredo,laredo early college hs,78041,TX
685100,Beirut     1107 226 Lebanon,american community school,,
052498,Sausalito,marin school,94965,CA
221404,Middleboro,frederick l chamberlain school,02346,MA
310185,Cherry Hill,camden catholic high school,08002,NJ
334221,Yorktown Hts,soundview preparatory school,10598,NY
570020,Apo,kwajalein jr-sr high school,96555,AP
042019,Pine Bluff,maranatha christian school,71602-3875,AR
070350,Litchfield,forman school,06759,CT
335343,Staten Island,moore catholic high school,10314,NY
390481,Bryn Mawr,achievement house charter sch,19010,PA
051674,Los Angeles,neilson academy,90068,CA
112004,Marietta,richards christian academy,30062,GA
120110,Honolulu,saint louis school,96816,HI
440389,Austin,premier high school- lanier,78758-6616,TX
441137,Carrollton,carrollton christian academy,75010,TX
444739,Midland,midland classical academy,79705,TX
054400,Studio City,opportunities lrng-hermosa bch,91604,CA
380581,Lake Oswego,christa mcauliffe acad sch art,97035,OR
440228,Arlington,grace preparatory academy,76003,TX
442602,Frisco,dr justin wakeland hs,75034,TX
446790,Sugar Land,stephen f austin high school,77487,TX
564040,Apo,george c marshall school dod,09822,AE
564040,Apo,ankara es/hs dod,09822,AE
051560,Los Angeles,cathedral high school,90012,CA
231695,Grand Rapids,grand rapids christian hs,49506,MI
311503,West Orange,solomon schechter day school,07052,NJ
210040,Baltimore,boys latin school of maryland,21210,MD
320120,Albuquerque,early college academy,87110,NM
330230,Athol Springs,saint francis high school,14010,NY
333628,Bronx,fieldston school,10471,NY
381064,Scio,santiam crossing,97374,OR
544730,San Juan,university gardens high school,00927,PR
DH0007,Austin,koschool,78704-1033,TX
052189,Oakland,eastside high school,94621,CA
053626,Santa Rosa,sonoma academy,95404,CA
061447,Westminster,family acad of christian educ,80021,CO
140376,Evanston,fusion academy - evanston,60202-2382,IL
443414,Houston,northland christian school,77014,TX
450287,Orem,telos academy,84059,UT
490204,Charleston,university collaborative sch,25311-2119,WV
991521,Fort Collins,pioneer sch exped learning,80521,CO
030363,Phoenix,arizona agribusiness & equine,85042,AZ
053970,Richmond,leadership public schools,94804,CA
070655,Salisbury,salisbury school,06068,CT
141048,Chicago,muhammad un of islam,60649-3106,IL
471066,Ashburn,george washington univ online,20147,VA
541999,Guayama,guamani private school,00784,PR
070282,Hamden,engineering & science univ mag,06517,CT
101480,Saint Augustine,saint joseph academy,32084,FL
141150,Chicago,saint francis de sales hs,60617-6022,IL
222029,Springfield,springfield renaissance school,01104,MA
440372,Austin,premier high school - n austin,78758,CO
444041,Laredo,alexander high school magnet,78041,TX
480311,Tacoma,washington virtual academies,98409,WA
052340,Palo Alto,palo alto adult school,94301,CA
054284,Santa Clarita,trinity classical academy,91355,CA
060924,Littleton,chatfield school,80160,CO
101511,Saint Petersburg,international baccalaureate pg,33713,FL
261955,Lexington,wentworth military academy,64067,MO
280443,Central City,nebraska christian school,68826,NE
544460,San Juan,cupeyville school,00928,PR
I00424,Berlin Ger 14167    Germany,john f kennedy school,,
I01985,Helsinki   00140    Finland,anglo american school moscow,,
052269,Orange,lutheran high school orange co,92867,CA
053973,El Segundo,vistamar school,90245,CA
261795,Saint Louis,ursuline academy,63122,MO
431096,Knoxville,grace christian academy,37931,TN
450178,Sandy,stansbury academy,84092,UT
450178,Magna,vista private school,84044,UT
672090,Apo,jakarta international school,96520,AP
950760,Miami,colegio intnl de carabobo,33102,FL
051627,Los Angeles,indian springs high school,90025,CA
060385,Westminster,belleview christian school,80031,CO
110114,Athens,athens christian school,30601,GA
120064,Holualoa,makua lani christian school,96725,HI
140029,Chicago,"pathways in education, ashburn",60652-3768,IL
210034,Baltimore,seton keough high school,21227,MD
390948,Danville,central susquehanna i.u.,17821,PA
431657,Nashville,donelson christian academy,37214,TN
574010,Apo,brussels american hs dod,09714,AE
051513,Palo Alto,palo alto preparatory school,94303,CA
102386,Miami,riviera preparatory school,33176,FL
220640,Concord,concord academy,01742,MA
445577,Plano,spring creek academy,75025,TX
053697,Sherman Oaks,summit view school,91401,CA
080010,Claymont,archmere academy,19703,DE
112698,Savannah,savannah christian prep sch,31402,GA
221089,Hyannis,st john paul ii high school,02601,MA
060348,Colorado Springs,achieve k12,80915-1333,CO
070728,Stamford,links academy,06902,CT
221235,Lowell,lowell catholic high school,01851,MA
443654,Hurst,collegiate acad tarrant col ne,76054,TX
444097,Leander,rouse high school,78641,TX
020176,Wasilla,correspondence study school,99654-8168,AK
192015,New Orleans,brother martin high school,70122,LA
411473,Myrtle Beach,christian academy myrtle beach,,SC
060702,Greeley,jefferson high school,80634,CO
263121,Saint Louis,westminster christian academy,63141,MO
395261,Gibsonia,aquinas academy,15044,PA
481100,Seattle,holy names academy,98112,WA
540791,Bayamon,american school,00959,PR
120169,Keaau,kamehameha schools hi campus,96749,HI
180120,Bardstown,bethlehem high school,40004-1420,KY
240266,Chaska,southwest christian high sch,55318,MN
441718,Dallas,bishop lynch high school,75228,TX
481142,Seattle,apex learning,98161,WA
053869,Solana Beach,fusion learning center,92075,CA
054544,Los Angeles,diego rivera comm/tech school,90001,CA
060463,Denver,colorado christian school,80209,CO
210990,Stevenson,saint timothys school,21153,MD
361125,Cincinnati,ursuline academy,45242,OH
450319,Orem,meridian school,84097,UT
540798,Bayamon,academia santo tomas de aquino,00960,PR
854200,Doral,american school of guatemala,33166,FL
053264,Santa Barbara,northwestern preparatory sch,93160,CA
181211,Hopkinsville,university heights academy,42240-2654,KY
222329,Westfield,community christian school,01085,MA
361771,Cuyahoga Falls,cuyahoga valley christian acad,44224,OH
444168,Garden Valley,mercy ships academy,75771,TX
450341,Kaysville,provo high school/eschool,84037,UT
472108,South Boston,carlbrook school,24592,VA
052946,San Diego,san diego jewish academy,92130,CA
060458,Aurora,rocky mountain academy,80014,CO
543920,Ponce,colegio sagrado corazon jesus,00716,PR
950290,Miami,escuela campo alegre m-314,33166,FL
060399,Aurora,cedarwood christian academy,80010,CO
270464,Heron,monarch school,59844,MT
381097,Bend,academy at sisters the,97708,OR
444633,McKinney,mckinney boyd high school,75071,TX
I02722,Starnberg  82319    Germany,munich international school,,
101012,Miami,gulliver prep sch-pinecrest,33156,FL
101619,Naples,international learning academy,34112,FL
112842,Stockbridge,community christian school,30281,GA
141004,Chicago,uno hector p garcia md charter,60632,IL
280520,Columbus,scotus central catholic h s,68601,NE
365054,Toledo,saint john's jesuit hs,43615,OH
690130,Islamabad  44000    Pakistan,international school islamabad,,
100577,Fort Lauderdale,archbshp edward a mccarthy hs,33330,FL
101020,Melbourne,florida air academy,32901,FL
101020,Melbourne,florida preparatory academy,32901,FL
333762,New York,lyceum kennedy,10017,NY
380061,Baker City,baker early college hs,97814,OR
393695,Pittsburgh,ellis school,15206,PA
450359,St George,desert hills high school,84770,UT
541287,Carolina,saint francis school,00984,PR
050021,Agoura Hills,alexandria academy,91301,CA
053287,Santa Monica,new roads school,90404,CA
290157,Reno,truckee meadows cmty coll hs,89512,NV
391640,Harrisburg,bishop mcdevitt high school,17103,PA
444159,Lewisville,ischool high,75057,TX
446105,San Antonio,cornerstone christian hs,78230,TX
111808,Dacula,hebron christian academy,30019,GA
141760,Elgin,elgin academy,60120-4455,IL
440309,Austin,huntington-surrey school,78751,TX
443619,Houston,advanced virtual academy,77074,TX
550080,St Thomas,charlotte amalie high school,00801,VI
110600,Carrollton,advance academy of georgia the,30118,GA
192045,New Orleans,isidore newman school,70115,LA
210667,Kensington,brookewood school,20895,MD
334114,New York,trevor day school,10024,NY
373626,Tulsa,metro christian academy,74136-0741,OK
380966,Redmond,central christian high school,97756,OR
101892,Winter Haven,all saints academy,33880,FL
130091,Boise,sage international school,83702,ID
311302,Richland,saint augustine preparatory sc,08350,NJ
430451,Cordova,saint benedict at auburndale,38016,TN
I02222,Panama City  Panama,balboa academy,,
010422,Birmingham,valleydale christian academy,35244,AL
051339,San Diego,lutheran high sch san diego,92105,CA
052435,Pebble Beach,robert l stevenson school,93953,CA
053080,San Jose,bellarmine college preparatory,95126,CA
102041,Orlando,morning star academy,32817,FL
140827,Chicago,johnson college prep,60621,IL
141367,Chicago,perspectives-iit math sci acad,60653,IL
210761,Westminster,manchester valley high school,21157,MD
364656,Sidney,christian academy schools,45365,OH
391470,Freeland,mining and mechanical inst,18224,PA
396082,Harrisburg,commonwealth connections acad,17112,PA
410370,Charleston,bishop england high school,29492,SC
490940,Morgantown,whitmore school,26501-6611,WV
550040,St Thomas,all saints cathedral school,00804,VI
GED001,GED,ged,,CO
052821,San Diego,balboa city school,92101,CA
060933,Longmont,faith baptist high school,80501,CO
101239,Palm Bch Gdns,benjamin school,33418,FL
431465,Memphis,saint agnes academy,38117,TN
440122,Amarillo,ascension academy,79121,TX
030070,Chandler,paragon science academy,85226-3697,AZ
052108,Grass Valley,bitney springs charter hs,95945,CA
070082,Bristol,saint paul catholic hs,06010,CT
101285,Orlando,bishop moore catholic hs,32804,FL
241635,Minneapolis,blake school,55403,MN
333595,New York,dominican academy,10021,NY
578550,Fpo,david g farragut hs dod,09645,AE
101781,Sarasota,ideal high school,34237,FL
222525,Worcester,st peter-marian jr-sr ctl cath,01605,MA
525040,Hagatna,academy of our lady of guam,96910,GU
842248,Doral,new horizons bilingual school,33178,FL
130122,Coeur D Alene,innercept academy,83815,ID
431506,Memphis,westminster academy,38119,TN
649130,Dulles,american intl sch of lusaka,20189,VA
052816,San Mateo,dawn christian academy,94403,CA
334608,Potsdam,clarkson school,13699,NY
365565,Willoughby,andrews school,44094,OH
443425,Houston,saint johns school,77019,TX
543440,San Juan,academia del perpetuo socorro,00907,PR
100733,Jacksonville,atlantic school,32241,FL
220835,Fitchburg,saint bernards regl cath h s,01420,MA
411588,Pawleys Island,low country day school,29585,SC
030114,Phoenix,north phoenix preparatory acad,85032-5028,AZ
050499,San Lorenzo,redwood christian jr-sr hs,94580,CA
052338,Ojai,mother of divine grace school,93024,CA
110217,Atlanta,pace academy,30327,GA
191657,Mandeville,lakeshore high school,70448,LA
220014,Salisbury,sparhawk school,01952,MA
331770,Buffalo,buffalo acad of sacred heart,14226,NY
333935,New York,saint agnes boys high school,10024,NY
391034,Downingtown,regina luminis academy,19335,PA
053378,Sierra Madre,alverno high school,91024,CA
393560,Philadelphia,william penn charter school,19144,PA
444166,Lewisville,texas online preparatory schoo,75057-6436,TX
481008,Pasco,the delta high school,99301,WA
052412,Azusa,christbridge academy,91702,CA
191419,Broussard,episcopal school of acadiana,70518,LA
011835,Mobile,ums wright preparatory school,36607,AL
061076,Northglenn,rocky mountain lutheran hs,80233,CO
100307,Coconut Creek,lighthouse point academy nbps,33073,FL
447117,Tyler,bishop thomas k gorman hs,75701,TX
480061,Bellevue,dartmoor school,98005,WA
576340,Apo,ramstein american hs dod,09094,AE
576340,Apo,ramstein american hs dodd,09094,AE
101906,Winter Haven,polk comm coll collegiate hs,33881,FL
210915,Saint James,saint james school,21781,MD
332879,Lockport,christian academy of wny,14094,NY
410551,Columbia,provost academy,29201,SC
I01054,Miami,colegio interamericano,33166,FL
030759,Goodyear,trivium prep academy,85395-3372,AZ
051694,Los Angeles,lycee international de los ang,90027,CA
052256,Ojai,laurel springs school,93024,CA
393449,Philadelphia,preparatory charter school,19148,PA
I02498,San Juan   00919    Puerto Ric,colegio espiritu santo,,
054314,Simi Valley,international virtual learning,93065,CA
090009,Washington,fusion academy washington dc,20008-3008,DC
300292,Jefferson,davenport school,03583,NH
333932,New York,rudolf steiner school,10075,NY
470103,Arlington,bishop denis j oconnell hs,22213,VA
333890,New York,professional childrens school,10023,NY
541242,Carolina,colegio maria auxiliadora,00985,PR
060622,Fort Collins,psd global academy,80525-1108,CO
120171,Kalaheo,west side christian academy,96741,HI
442487,Fort Worth,queen of heaven academy,76109,TX
501732,Oshkosh,lourdes high school,54901,WI
502416,Wausau,wausau egl academy,54403-3176,WI
030607,Phoenix,arizona virtual academy,85014,AZ
052671,Riverside,riverside christian hs,92504,CA
054621,San Jose,summit public school - rainer,,CA
061459,Westminster,ja-hope and summit academy,80021-4014,CO
210260,Bethesda,landon school,20817,MD
392149,Lansdale,christopher dock mennonite h s,19446,PA
550078,St John,gifft hill school,00831,VI
053310,Santa Monica,saint monica catholic high sch,90403,CA
070680,Simsbury,westminster school,06070,CT
310361,Englewood,information systems academy,07631,NJ
080200,Wilmington,tatnall school,19807,DE
361525,Gahanna,columbus academy,43230,OH
446190,San Antonio,northside excel academy,78238,TX
471425,Middleburg,foxcroft school,20117,VA
481088,Seattle,seattle waldorf high school,98109,WA
502103,Sheboygan,ideas academy,53081,WI
544400,San Juan,colegio san ignacio de loyola,00927,PR
061454,Wheat Ridge,foothills academy,80033,CO
220685,Deerfield,deerfield academy,01342,MA
061073,Northglenn,community christian school,80233,CO
101234,Miami,ben lipson hillel community hs,33180,FL
144319,Waukegan,st martin de porres high sch,60085-6502,IL
311407,Sparta,pope john xxiii regional hs,07871,NJ
311407,Sparta,pope john xxiii regl high sch,07871,NJ
472008,Ruther Glen,carmel christian school,22546,VA
141103,Chicago,hansberry college prep,,IL
050133,Arcadia,rio hondo prep school,91066,CA
054360,Los Angeles,alliance environment sci tech,90065,CA
070166,East Haddam,franklin academy,06423,CT
102382,Panama City,north bay haven career academy,32401,FL
210754,Millersville,rockbridge academy inc,21108,MD
335383,Staten Island,saint joseph by the sea hs,10312,NY
380845,Portland,catlin gabel school,97225,OR
545840,Guaynabo,colegio prtrrqn de ninas,00968,PR
053112,San Juan Capo,st margaret's episcopal school,92675,CA
053488,Van Nuys,montclair college prep school,91402,CA
100178,Boca Raton,donna klein jewish academy hs,33428,FL
144383,Wheaton,saint francis preparatory hs,60187-6085,IL
162273,Keokuk,midwest academy,52632,IA
361799,Miamisburg,dayton christian high school,45342,OH
540795,Guaynabo,colegio marista,00969,PR
543320,Mayaguez,immaculate conception academy,00681,PR
051777,Los Angeles,frederick k c price iii school,90044,CA
070915,Greens Farms,greens farms academy,06838,CT
310315,Martinsville,pingry school,08836,NJ
334752,Riverhead,mercy high school,11901,NY
443968,Lake Jackson,brazosport christian school,77566,TX
544440,San Juan,colegio san jose,00928,PR
576280,Apo,mannheim american hs dod,09086,AE
577100,Fpo,sigonella middle high sch dod,09627,AE
054020,Tracy,millennium high school,95376,CA
054038,Chatsworth,sierra canyon high school,91311,CA
060053,Arvada,maranatha christian high sch,80004,CO
143653,River Grove,guerin college prep hs,60171-1012,IL
163992,Sheldon,nw ia cmty coll-hs program,51201,IA
230320,Beverly Hills,nexus acad of royal oak,48025-5440,MI
442551,Arlington,oakridge school,76013,TX
030651,Anthem,anthem preparatory academy,85086-2523,AZ
060131,Boulder,tara institute performing arts,80304,CO
144348,Westchester,saint joseph high school,60154-4170,IL
441954,Denton,texas academy math & science,76203,TX
442583,Keller,central high school,76248,TX
550280,St Thomas,antilles school,00802,VI
030599,Tucson,san pedro valley academy,85712,AZ
051554,Los Angeles,bishop mora salesian hs,90023,CA
052121,Santa Clarita,william s hart union h s dist,91350,CA
054056,San Diego,maranatha christian schools,92127,CA
061363,Thornton,westgate community school,80241,CO
070304,Windsor,pathways to technology magnet,06095,CT
090065,Washington,emerson preparatory school,20036,DC
052597,San Bernardino,dikaios christian academy,92427,CA
210090,Baltimore,friends school,21210,MD
261715,Kansas City,pembroke hill school,64112,MO
420657,Huron,james valley christian school,57350,SD
470902,Front Royal,seton home study school,22630,VA
051517,Long Beach,opportunities for learn/sjc,90805,CA
053111,San Juan Capo,capistrano unified adult sch,92675,CA
080190,Wilmington,saint elizabeth high school,19805,DE
141565,Decatur,saint teresa high school,62526-4232,IL
361035,Cincinnati,mother of mercy high school,45211,OH
440069,Austin,liberal arts and science acad,78724,TX
446139,San Antonio,communication arts high school,78238,TX
450385,Salt Lake City,rowland hall-saint marks sch,84102,UT
576220,Apo,kaiserslautern american hs dod,09094,AE
060243,Colorado Springs,academy online high school,80920,CO
060414,Arvada,faith christian academy,80002,CO
372672,Edmond,oklahoma christian academy,73034-5706,OK
446123,San Antonio,blessed hope academy,78249,TX
011897,Montgomery,montgomery academy,36106,AL
101897,Oviedo,masters academy,32765,FL
480653,Mountlake Ter,north sound christian sr hs,98043,WA
053961,San Jose,leadership public schools-east,95122,CA
141094,Chicago,richard t crane med prep mag,60612,IL
261578,Joplin,college heights christian sch,64801,MO
311285,Ramsey,don bosco prep high school,07446,NJ
480053,Auburn,rainier christian high school,98092,WA
525202,Tamuning,saint johns school,96913,GU
525202,Barrigada,saint johns school,96913,GU
561580,Fpo,matthew c perry hs dod,96310,AP
051850,Los Angeles,westchester-emerson comm adult,90045,CA
052381,Santa Rosa,pathways charter school,95405,CA
440354,Austin,khabele school,78701,TX
440354,Austin,headwaters school,78701,TX
052971,San Francisco,lycee francais la perouse,94122,CA
320143,Albuquerque,explore academy charter school,87109-5814,NM
471302,Lynchburg,liberty christian academy,24502,VA
681005,Amman      11831    Jordan,american community school ao,,
060488,Durango,grace preparatory academy,81301,CO
051841,Los Angeles,yeshiva univ hs los angeles,90035,CA
130112,Clark Fork,elk mountain academy,83811,ID
222275,Wellesley,dana hall school,02482,MA
060494,Denver,venture prep,80207,CO
112970,Thomasville,brookwood school,31792,GA
141104,Chicago,drw trading college prep,60624,IL
392115,Lancaster,lancaster country day school,17603,PA
442144,Edinburg,idea quest college prep,78511,TX
480702,Mercer Island,privett academy,98040,WA
481001,Richland,liberty christian school,99352,WA
550322,St Thomas,peter gruber intrntl academy,00802,VI
080070,Hockessin,sanford school,19707,DE
173182,Wichita,trinity academy,67206,KS
392122,Lancaster,veritas press scholars academy,17601,PA
470720,Dumfries,pope john paul the great cath,22026,VA
HOME01,Home School,homeschool,,CO
261668,Kansas City,archbishop o'hara high school,64138,MO
443329,Houston,westside school,77084,TX
471342,Manassas,new directions alternative edu,20109,VA
480589,Lakewood,harrison preparatory school,98498,WA
641103,Washington,khartoum american school,20521,DC
030472,Tucson,canyon del oro alternative sch,85741,AZ
041148,Hot Springs,arkansas sch math & sciences,71901-3408,AR
054595,San Mateo,fusion academy - san mateo,94403,CA
060721,Greenwood Village,provost academy colorado,80111,CO
120037,Honolulu,academy of the pacific,96817,HI
220650,Concord,middlesex school,01742,MA
341047,Durham,carolina friends school,27705,NC
445202,Odessa,richard milburn academy,79761,TX
052330,Palo Alto,castilleja school,94301,CA
054710,Los Angeles,hilda l solis learning academy,90022-1422,CA
061265,Sedalia,christian cottage school,80135,CO
232174,Kalamazoo,hackett catholic central hs,49008,MI
054632,Los Angeles,augustus f hawkins sh,90044,CA
460405,Saxtons River,vermont academy,05154,VT
546160,San Juan,saint john's school,00907,PR
142635,Lisle,benet academy,60532-2393,IL
053349,Santa Rosa,summerfield waldorf school,95401,CA
060049,Arvada,two roads charter high school,80004,CO
100901,Lake Placid,american heritage private sch,33852,FL
220077,Attleboro,bishop feehan high school,02703,MA
361005,Cincinnati,seven hills upper school,45227,OH
393397,Wayne,agora cyber charter school,19087,PA
440338,Austin,austin waldorf school,78737,TX
100372,Coral Gables,university of miami global ac,33124,FL
220129,Beverly,new england academy,01915,MA
263291,Springfield,new covenant academy,65807,MO
311142,Paterson,public safety academy,07501,NJ
392100,Lancaster,lancaster catholic high school,17601,PA
446277,San Antonio,wagner high school,78244,TX
520038,Pago Pago,south pacific academy,96799,AS
051763,Eagle Rock,renaissance arts academy,90041,CA
221530,Newton,newton country day school,02458,MA
330348,Brooklyn,bay ridge preparatory school,11209,NY
330761,Bronx,bronx expeditionary learning,10457,NY
380049,Aloha,international sch of beaverton,97007,OR
501918,Racine,prairie school,53402,WI
562033,APO,humphreys high school,96271-5797,AP
COCHSD,,concurrent high school diploma,,CO
DH0011,St George,southwest adult high school,84770,UT
010583,Camp Hill,lyman ward military academy,36850,AL
100113,Boca Raton,florida atlantic univ hs,33431,FL
120095,Honolulu,sacred hearts academy hs,96816,HI
210264,Bethesda,french international school,20814,MD
232715,Muskegon,western michigan christian hs,49441,MI
242272,Saint Paul,minnesota cons performing arts,55101,MN
335914,West Point,west point prep school,10996,NY
053547,Lake Arrowhead,lake arrowhead christian sch,92352,CA
142622,Libertyville,ombudsman educational services,60048-1359,IL
144403,Wilmette,loyola academy,60091-1021,IL
232086,Interlochen,interlochen arts academy,49643,MI
365243,Cleveland,mc2 stem high school,44115,OH
394413,Scranton,penn foster high school,18515,PA
460087,Burlington,vermont international academy,05401,VT
080122,New Castle,layton preparatory school,19720,DE
140741,Chicago,de la salle inst west campus,60608-6507,IL
210922,Silver Spring,spencerville adventist academy,20905,MD
361021,Cincinnati,lasalle high school,45239,OH
395398,Erdenheim,philadelphia montgomery chrn,19038,PA
430163,Brentwood,brentwood academy,37027,TN
481437,Trout Lake,world class academy,98650,WA
445943,Rockwall,heritage christian academy,75087,TX
862150,Miami,escuela internacional sampdrna,33126,FL
060006,Peyton,pikes peak early college,80831-8173,CO
101532,Plantation,david posnack hebrew day sch,33313,FL
230353,Bloomfield Hills,academy of the sacred heart,48304,MI
052592,Redondo Beach,south bay faith academy,90277,CA
054134,Menlo Park,lydian academy,94025,CA
060442,Denver,ps 1 urban lrng communities,80204,CO
290067,Henderson,nevada state high school,89015,NV
391078,Dunmore,holy cross hs-dunmore,18512,PA
392111,Lancaster,jp mccaskey east high school,17602,PA
400234,Narragansett,middlebridge school,02882,RI
446122,San Antonio,antonian college prep school,78213,TX
501506,Milwaukee,ceo leadership academy,53210,WI
502428,Wauwatosa,kradwell school,53213,WI
011904,Montgomery,saint james school,36116,AL
101659,Port Charlotte,florida preparatory academy,33980,FL
102221,Miami,mourning sr-high biscayne bay,33160,FL
210036,Towson,baltimore lutheran school,21286,MD
361114,Cincinnati,schilling sch gifted children,45249,OH
440343,Austin,st andrews episcopal sch,78735,TX
542111,Guaynabo,colegio rosa-bell,00970,PR
991536,Denver,p.u.s.h. academy,80239,CO
171689,Lawrence,lawrence alternative hs,66044,KS
310274,Denville,acad math science engineering,07834,NJ
333610,New York,elisabeth irwin high school,10014,NY
450152,Layton,academy at solstice,84041,UT
052157,North Highlands,campos verdes adult school,95660,CA
061071,Northglenn,colorado virtual acad (cova),80233,CO
220305,Brookline,maimonides school,02445,MA
333777,New York,fusion academy - new york,10016,NY
442614,Fort Worth,uplift mighty preparatory,76105,TX
443742,Katy,pope john xx111 high school,77449,TX
540260,Aguadilla,liceo aguadillano,00605,PR
311230,Edison,wardlaw-hartridge school,08820,NJ
430275,Chattanooga,baylor school,37401,TN
050862,Encinitas,grauer school,92024,CA
060038,Aurora,cherry creek options school,80015,CO
120192,Lihue,island school,96766,HI
140666,Chicago,british school of chicago,60642,IL
311463,Toms River,monsignor donovan high school,08753,NJ
361290,Cleveland,john hay senior high school,44106,OH
051269,Irvine,tarbut v torah comm day school,92603,CA
052247,Oceanside,halstrom high school-oceanside,92054,CA
100922,Land O Lakes,academy at the lakes day sch,34639,FL
140725,Chicago,ida crown jewish academy,60645-4314,IL
333575,New York,convent of the sacred heart,10128,NY
431662,Nashville,ensworth high school,37221,TN
443751,Houston,kipp academy charter school,77047,TX
051025,Gardena,junipero serra high school,90249,CA
181849,Morehead,craft acad morehead st un,40351,KY
991535,Nederland,chinook west,80466,CO
372723,Oklahoma City,academy of classical christian,73131-1600,OK
500675,Fond Du Lac,saint marys springs hs,54935,WI
543420,Mayaguez,c r o e m,00680,PR
543420,Mayaguez   00680    Puerto Ric,c r o e m,,
544298,San Juan,academia maria reina,00921,PR
050481,Carmichael,victory christian school,95608,CA
052363,Huntington Beach,brethren christian high school,92646,CA
143739,Romeoville,bible baptist christian acad,60446-1249,IL
410892,Greenville,christ church episcopal school,29607,SC
481120,Seattle,lakeside school,98125,WA
562040,Apo,seoul american high school dod,96205,AP
030623,San Tan Valley,san tan foothills high school,85143,AZ
340886,Concord,first assembly christian sch,28027,NC
051690,Sylmar,los angeles lutheran jr-sr hs,91342,CA
052255,Ojai,besant hill school,93024,CA
222045,Springfield,macduffie school,01105,MA
242102,Rochester,rochester lourdes high school,55902,MN
030492,Tucson,pusch ridge christian academy,85737,AZ
052652,Riverside,summit view school,92506,CA
052935,San Francisco,convent of the sacred heart hs,94115,CA
053053,Rosemead,don bosco technical institute,91770,CA
053748,West Hills,de toledo high school,91304,CA
053748,West Hills,new community jewish hs,91304,CA
220007,Wenham,academy at penguin hall,,MA
310351,Englewood,pre-engineering academy,07631,NJ
052886,San Diego,horizon christian academy,92111,CA
052886,San Diego,horizon jr-sr high school,92111,CA
320113,Albuquerque,tierra adentro of new mexico,87106,NM
393642,Pittsburgh,obama ac international studies,15206,PA
443760,Houston,energy institute high school,77003-5434,TX
563100,Fpo,bahrain school dod,09834,AE
930250,Quito        Ecuador,colegio americano de quito,,
